자치구,설치위치,운영관리
서울특별시 중랑구,서울특별시 중랑구 봉화산로 179(신내동),지방자치단체 청사
서울특별시 중랑구,서울특별시 중랑구 동일로 619(면목동),면목5동
서울특별시 중랑구,서울특별시 중랑구 신내로 156,서울의료원
서울특별시 중랑구,서울특별시 중랑구 사가정로49길 53,녹색병원
서울특별시 중랑구,서울특별시 중랑구 망우로 418,서울정형외과
서울특별시 중랑구,서울특별시 중랑구 망우로 403,위너스병원
서울특별시 중랑구,서울특별시 중랑구 망우로 182(상봉동),서울시체육회
서울특별시 중랑구,서울특별시 중랑구 동일로 862,한국전력
서울특별시 중랑구,서울특별시 중랑구 중랑천로 71,서울우유
서울특별시 중랑구,서울특별시 중랑구 망우로 418,삼부빌딩
서울특별시 중랑구,서울특별시 중랑구 면목로 470,대상빌딩
서울특별시 중랑구,서울특별시 중랑구 용마산로90길 28,서일대
서울특별시 중랑구,서울특별시 중랑구 망우로 353,이노씨티
서울특별시 중랑구,서울특별시 중랑구 망우로 399,하이마트
서울특별시 중랑구,서울특별시 중랑구  면목동 359-15번지 지하1층 ,사이버캡틴PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 176-11번지 1층 ,푸른공간
서울특별시 중랑구,서울특별시 중랑구  중화동 316-1번지 지하1층 ,매직엔PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 665-3번지 ,i7 PC방
서울특별시 중랑구,서울특별시 중랑구  상봉동 115-20번지 ,스타포스PC방
서울특별시 중랑구,서울특별시 중랑구  망우동 147-21번지 지상2층 ,집피씨클럽
서울특별시 중랑구,서울특별시 중랑구  중화동 314-1번지 지하1층 ,메트로PC방
서울특별시 중랑구,서울특별시 중랑구  망우동 487-17번지 지하1층 ,하이넷PC
서울특별시 중랑구,서울특별시 중랑구  묵동 244-140번지 지상3층 ,스피드넷PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 454-4번지 지상3층 ,누리터PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 399-36번지 지상2층 ,WAAPC방
서울특별시 중랑구,서울특별시 중랑구  면목동 458-76번지 지상3층 ,제우스 PC방
서울특별시 중랑구,"서울특별시 중랑구  면목동 103-5번지 지상2,3층 ",일프로PC방
서울특별시 중랑구,서울특별시 중랑구  중화동 311-10번지 지하1층 ,푸른공간
서울특별시 중랑구,서울특별시 중랑구  상봉동 88-95번지 ,레드죤피시방
서울특별시 중랑구,서울특별시 중랑구  상봉동 113-4번지 지하1층 ,사이버스페이스
서울특별시 중랑구,서울특별시 중랑구  중화동 307-63번지 지상3층 ,망고 PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 587-4번지 지상3층 ,윈 플러스PC방
서울특별시 중랑구,서울특별시 중랑구  중화동 311-7번지 ,스마트PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 103-6번지 ,블랙PC
서울특별시 중랑구,서울특별시 중랑구  망우동 572번지 용마프라자 지하001호,오즈아레나
서울특별시 중랑구,서울특별시 중랑구  면목동 661-4번지 지하1층 ,아이세븐PC(i7 PC)
서울특별시 중랑구,"서울특별시 중랑구  상봉동 496 우정 상가동 비01,비02,비03,비04,비05,비06 ",본PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 494-5번지 지하1층 ,행운PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 102-2번지 지상2층 ,조은PC방
서울특별시 중랑구,서울특별시 중랑구  묵동 170-27번지 월등스카이뷰아파트 비101 ,스마트PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 497-7번지 2층 ,오즈PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 118-1번지 2층 ,WAA PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 578-28번지 외 2필지 지상2층 ,레드PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 653-1번지 3층 ,PC & 달인
서울특별시 중랑구,"서울특별시 중랑구  망우동 479 한일써너스빌리젠시1단지 S1215, S1216 지상2층 ",아이센스PC방 망우점
서울특별시 중랑구,서울특별시 중랑구  상봉동 122번지 2층 ,페타PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 103-6번지 2층 ,제우스PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 117-17번지 2층 ,PC데이(DAY)
서울특별시 중랑구,서울특별시 중랑구  상봉동 136-1번지 3층 4호,에스엠(SM)PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 613-10번지 외 1필지 3층 ,LUNA PC cafe(루나피씨카페)
서울특별시 중랑구,서울특별시 중랑구  상봉동 84-22번지 2층 ,상봉PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 458-49번지 지하1층 ,맥스피드PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 148-31번지 ,현PC
서울특별시 중랑구,서울특별시 중랑구  상봉동 118번지 외2 ,로즈PC방
서울특별시 중랑구,서울특별시 중랑구  중화동 307-1번지 1층 17회외22 ,엔탑PC존
서울특별시 중랑구,서울특별시 중랑구  면목동 184-13번지 세일종합상가 2층 ,피시데이(PC DAY)
서울특별시 중랑구,서울특별시 중랑구  면목동 51-19번지 지상2층 ,맥스피드PC방
서울특별시 중랑구,서울특별시 중랑구  묵동 174-4번지 지하1층 ,아이센스PC
서울특별시 중랑구,서울특별시 중랑구  신내동 613-71번지 부영빌딩3층 ,갤러리PC
서울특별시 중랑구,서울특별시 중랑구  면목동 146-75번지 3층 ,벙커PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 497-7번지 2층 ,오즈PC카페
서울특별시 중랑구,서울특별시 중랑구  신내동 644번지 엘리어트하우스 지하1동 102호,베가 PC카페
서울특별시 중랑구,서울특별시 중랑구  면목동 51-1번지 3층 ,뮤토(MUTO)PC
서울특별시 중랑구,서울특별시 중랑구  면목동 50-47번지 2층 ,센스PC
서울특별시 중랑구,서울특별시 중랑구  면목동 496-4번지 지하1층 ,제노PC cafe
서울특별시 중랑구,서울특별시 중랑구  상봉동 300-2번지 2층 ,샹떼PC방
서울특별시 중랑구,서울특별시 중랑구  중화동 307-62번지 지상1층 ,큐브PC
서울특별시 중랑구,서울특별시 중랑구  묵동 238-2번지 2층 201호 ,콩PC
서울특별시 중랑구,서울특별시 중랑구  망우동 491-38번지 3층 ,로웰 PC Cafe
서울특별시 중랑구,서울특별시 중랑구  중화동 315-10번지 2층 ,뉴본PC CAFE
서울특별시 중랑구,서울특별시 중랑구  중화동 325-16번지 지상1층 ,셀프PC
서울특별시 중랑구,서울특별시 중랑구  면목동 472-8번지 지상2층 ,일레븐
서울특별시 중랑구,서울특별시 중랑구  면목동 68-11번지 지상2층 ,망고톡PC방
서울특별시 중랑구,서울특별시 중랑구  중화동 301-49번지 지상1층 ,NY시스템
서울특별시 중랑구,서울특별시 중랑구  면목동 175-85번지 지상1층 ,천PC
서울특별시 중랑구,서울특별시 중랑구  망우동 357-36번지 지상1층 ,승PC
서울특별시 중랑구,서울특별시 중랑구  상봉동 90-12번지 ,베테랑
서울특별시 중랑구,서울특별시 중랑구  면목동 161-34번지 3층 ,피에스타PC방 면목점
서울특별시 중랑구,서울특별시 중랑구  상봉동 84-28번지 지상1층 ,우리PC
서울특별시 중랑구,서울특별시 중랑구  상봉동 90-49번지 ,세븐(파라다이스)PC
서울특별시 중랑구,서울특별시 중랑구  망우동 516-2번지 2층 ,PC클럽
서울특별시 중랑구,서울특별시 중랑구  상봉동 88-38번지 ,RAON기획
서울특별시 중랑구,서울특별시 중랑구  망우동 410-1번지 지상2층 ,Heaven PC방
서울특별시 중랑구,서울특별시 중랑구  상봉동 115-19번지 지상2층 ,스타덤PC 상봉역점
서울특별시 중랑구,서울특별시 중랑구  묵동 176-1번지 3층 ,겜스터PC방
서울특별시 중랑구,서울특별시 중랑구  상봉동 90-61번지 지상1층 ,스카이PC
서울특별시 중랑구,서울특별시 중랑구  상봉동 129-3번지 지층 ,아이센스PC방
서울특별시 중랑구,서울특별시 중랑구  망우동 358-5번지 지층 ,엔플세븐PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 800번지 동광오뜨빌 ,킹PC
서울특별시 중랑구,서울특별시 중랑구  면목동 17-31번지 지층 ,아이비스PC방
서울특별시 중랑구,서울특별시 중랑구  상봉동 130-139번지 ,놀다가바둑이PC
서울특별시 중랑구,서울특별시 중랑구  상봉동 130-130번지 2층 ,행운PC
서울특별시 중랑구,서울특별시 중랑구  상봉동 118번지 ,더캠프PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 105-4번지 ,아이비스PC
서울특별시 중랑구,서울특별시 중랑구  면목동 720-6번지 ,엔큐브면목점
서울특별시 중랑구,서울특별시 중랑구  중화동 311-3번지 ,노리터원
서울특별시 중랑구,서울특별시 중랑구  면목동 177-43번지 ,Kim PC
서울특별시 중랑구,서울특별시 중랑구  면목동 456-27번지 ,대박PC
서울특별시 중랑구,서울특별시 중랑구  중화동 311-9번지 임마누엘교회 ,바닐라킹PC
서울특별시 중랑구,서울특별시 중랑구  면목동 167-47번지 ,명당PC
서울특별시 중랑구,서울특별시 중랑구  상봉동 130-108번지 ,에이스PC
서울특별시 중랑구,서울특별시 중랑구  망우동 464-27번지 ,고니PC
서울특별시 중랑구,서울특별시 중랑구  묵동 239-154번지 ,바닐라pc방
서울특별시 중랑구,서울특별시 중랑구  망우동 466-1번지 준인테리어 ,바닐라PC
서울특별시 중랑구,서울특별시 중랑구  면목동 72-1번지 3층 ,골드PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 134-14번지 ,바닐라PC방
서울특별시 중랑구,서울특별시 중랑구  묵동 235-17번지 ,브라보PC 태릉점
서울특별시 중랑구,서울특별시 중랑구  망우동 487-17번지 지하1층 ,해왕피씨
서울특별시 중랑구,서울특별시 중랑구  망우동 523-66번지 ,라스베가스 PC방
서울특별시 중랑구,서울특별시 중랑구  신내동 797번지 동성7차아파트 ,인디고 PC
서울특별시 중랑구,서울특별시 중랑구  면목동 458-1번지 ,비원 PC방
서울특별시 중랑구,서울특별시 중랑구  상봉동 125-68번지 ,아이비스 PC
서울특별시 중랑구,서울특별시 중랑구  면목동 44-17번지 ,월드 PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 14-26번지 ,칸 PC방
서울특별시 중랑구,서울특별시 중랑구  상봉동 130-56번지 ,골드PC
서울특별시 중랑구,서울특별시 중랑구  신내동 613-15번지 ,맥스피드PC방
서울특별시 중랑구,서울특별시 중랑구  망우동 495번지 한일써너스빌리젠시2단지 ,중랑 MEGA VR
서울특별시 중랑구,서울특별시 중랑구  망우동 488-16번지 동성빌딩 ,메이드PC
서울특별시 중랑구,서울특별시 중랑구  면목동 161-8번지 ,진PC
서울특별시 중랑구,서울특별시 중랑구  면목동 455-19번지 ,아이센스PC 면목점
서울특별시 중랑구,서울특별시 중랑구  중화동 302-81번지 양지대중사우나 ,KAMJA PC CAFE(감자PC방)
서울특별시 중랑구,서울특별시 중랑구  망우동 469-36번지 바울선교회 ,우림pc
서울특별시 중랑구,서울특별시 중랑구  면목동 715번지 늘푸른동아아파트 ,에이스PC
서울특별시 중랑구,서울특별시 중랑구  면목동 151-7번지 ,VIP PC
서울특별시 중랑구,"서울특별시 중랑구  상봉동 113번지 B101,호",TOP PLACE PC(탑플레이스PC 상봉점)
서울특별시 중랑구,서울특별시 중랑구  망우동 403-16번지 ,용마PC
서울특별시 중랑구,서울특별시 중랑구  망우동 461-1번지 3층 ,아즈텍PC방 망우점
서울특별시 중랑구,서울특별시 중랑구  면목동 175-40번지 지하1층 ,따라가기PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 167-47번지 ,인터캐슬PC방
서울특별시 중랑구,서울특별시 중랑구  면목동 72-57번지 2층 ,Q9 PC방
서울특별시 중랑구,"서울특별시 중랑구  묵동 239-1번지 3층 1,2호",ON PC방
서울특별시 중랑구,서울특별시 중랑구  상봉동 101-15번지 ,엔탑PC방
서울특별시 중랑구,서울특별시 중랑구 면목로27길 92 지하,하라보 보드게임장
서울특별시 중랑구,서울특별시 중랑구  망우로70길 105 (망우동),용마골프클럽
서울특별시 중랑구,서울특별시 중랑구  면목로27길 6 (면목동),우리골프스쿨
서울특별시 중랑구,서울특별시 중랑구  봉화산로 193 (신내동),동경골프연습장
서울특별시 중랑구,서울특별시 중랑구  용마산로 348 (면목동),KG 골프사관대학원
서울특별시 중랑구,서울특별시 중랑구  신내로25가길 2 (묵동),OK 골프연습장
서울특별시 중랑구,서울특별시 중랑구  동일로 752 (중화동),J&A 골프스쿨
서울특별시 중랑구,서울특별시 중랑구  용마산로 623 (신내동),삼부그린스포츠센터
서울특별시 중랑구,서울특별시 중랑구  숙선옹주로 91 (묵동),Sun골프아카데미
서울특별시 중랑구,서울특별시 중랑구  중랑천로10길 76 (면목동),삼보 골프스쿨
서울특별시 중랑구,"서울특별시 중랑구  봉화산로 194  (신내동,신아타운(1202호))",신아골프존
서울특별시 중랑구,서울특별시 중랑구  봉화산로56길 153 (신내동),대명골프
서울특별시 중랑구,서울특별시 중랑구  용마산로 494 (망우동),용마 스크린골프
서울특별시 중랑구,서울특별시 중랑구  망우로 448 (망우동),유진 스크린골프장
서울특별시 중랑구,서울특별시 중랑구  용마산로129나길 6 (신내동),현대 야외 스크린골프
서울특별시 중랑구,서울특별시 중랑구  면목로39길 18 (면목동),Nobless 스크린골프
서울특별시 중랑구,서울특별시 중랑구  신내로21길 6 (묵동),세븐골프
서울특별시 중랑구,서울특별시 중랑구  망우로 316 (상봉동),스크린골프 PGA
서울특별시 중랑구,서울특별시 중랑구  동일로143길 19 (중화동),J스크린 & 골프스쿨
서울특별시 중랑구,서울특별시 중랑구  겸재로 226-3 (면목동),대영 스크린골프
서울특별시 중랑구,서울특별시 중랑구  신내로7가길 35 (상봉동),천지골프
서울특별시 중랑구,서울특별시 중랑구  신내로 48 (신내동),w 스크린골프
서울특별시 중랑구,서울특별시 중랑구  면목로39길 11 (면목동),GOTO 면목 골프
서울특별시 중랑구,"서울특별시 중랑구  숙선옹주로 6-9 (묵동, 묵동자이아파트)",휘트니스 놀이터
서울특별시 중랑구,서울특별시 중랑구  숙선옹주로 6-9 (묵동),비원스크린골프
서울특별시 중랑구,서울특별시 중랑구  중랑역로 262 (묵동),서울 스포츠센터
서울특별시 중랑구,서울특별시 중랑구  봉화산로 194-1002 (신내동),비타민 골프존 아카데미
서울특별시 중랑구,"서울특별시 중랑구  용마산로 361 (면목동, 영스포츠)",SS골프
서울특별시 중랑구,"서울특별시 중랑구  용마산로 382 (면목동, 정이든빌딩)",정이든 스크린골프
서울특별시 중랑구,서울특별시 중랑구  면목로49길 71 (면목동),청수헬스클럽
서울특별시 중랑구,서울특별시 중랑구  망우로 458 (망우동),이코리아스포츠
서울특별시 중랑구,서울특별시 중랑구  용마산로 389 (면목동),라인헬스아카데미
서울특별시 중랑구,서울특별시 중랑구  면목로37길 17 (면목동),세방헬스클럽
서울특별시 중랑구,서울특별시 중랑구  사가정로52길 22 (면목동),광현헬스
서울특별시 중랑구,서울특별시 중랑구  용마산로 494 (망우동),비바 휘트니스
서울특별시 중랑구,서울특별시 중랑구  동일로 608 (면목동),테크노 휘트니스
서울특별시 중랑구,서울특별시 중랑구  신내로14길 13 (신내동),피트니스 에스 핏
서울특별시 중랑구,서울특별시 중랑구  봉화산로 117 (상봉동),오메가 쓰리 스포츠
서울특별시 중랑구,서울특별시 중랑구  동일로 851 (묵동),바디캠프
서울특별시 중랑구,서울특별시 중랑구  망우로 186 (상봉동),굿모닝 휘트니스
서울특별시 중랑구,서울특별시 중랑구  용마산로115길 108 (망우동),운동사람들
서울특별시 중랑구,"서울특별시 중랑구  동일로129길 35 (중화동,태능에센빌 복합상가 지하1층)",뉴온리짐
서울특별시 중랑구,서울특별시 중랑구  면목로39길 11 (면목동),GOTO 면목
서울특별시 중랑구,"서울특별시 중랑구  숙선옹주로 6-9 (묵동, 묵동자이아파트)",휘트니스 놀이터
서울특별시 중랑구,"서울특별시 중랑구  망우로30길 3 (상봉동,안산빌딩 2층)",주식회사 고릴라멀티짐
서울특별시 중랑구,서울특별시 중랑구  중랑역로 262 (묵동),서울스포츠센터
서울특별시 중랑구,서울특별시 중랑구  봉화산로 194 (신내동),스포웰짐
서울특별시 중랑구,서울특별시 중랑구  봉우재로 73 (상봉동),투바디짐
서울특별시 중랑구,"서울특별시 중랑구  신내로 127 (신내동, 신내 9단지 아파트)",신내헬스
서울특별시 중랑구,"서울특별시 중랑구  면목로44길 28 (면목동, 아람플러스리빙)",비타민 스포츠센터
서울특별시 중랑구,서울특별시 중랑구  봉우재로71길 18 (망우동),우림헬스크럽
서울특별시 중랑구,서울특별시 중랑구  겸재로49길 18 (면목동),올리브짐
서울특별시 중랑구,"서울특별시 중랑구  신내역로 165 (신내동, 신내우디안 2단지 휘트니스센터)",우디안 휘트니스
서울특별시 중랑구,서울특별시 중랑구  동일로 937 (묵동),팀키스짐(TEAM KIS GYM)
서울특별시 중랑구,"서울특별시 중랑구  봉화산로56길 153, 4층 408호 (신내동, 대명프라자)",운동창고
서울특별시 중랑구,서울특별시 중랑구  면목로 지하 487 (상봉동),카인드짐
서울특별시 중랑구,"서울특별시 중랑구  상봉로 39 (면목동, MS빌딩)",고구마 휘트니스
서울특별시 중랑구,"서울특별시 중랑구  망우로60길 37 (망우동, 효성써너스빌에코)",팀키스 짐
서울특별시 중랑구,"서울특별시 중랑구  면목로39길 8 (면목동, 한성빌딩)",시너지 짐
서울특별시 중랑구,"서울특별시 중랑구  망우로 328, 3층 (상봉동, 시네마시티)",바디톡
서울특별시 중랑구,"서울특별시 중랑구  동일로 802, 지하1층 (중화동, 대신빌딩)",피트니스 아레나
서울특별시 중랑구,"서울특별시 중랑구  동일로 887 (묵동, 삼삼메디컬빌딩)",애스톤 네이처 24 hour 휘트니스
서울특별시 중랑구,"서울특별시 중랑구  상봉중앙로 41, 2층 (상봉동, 해동 훼미리)",미라클 헬스
서울특별시 중랑구,서울특별시 중랑구  용마산로 458 (망우동),H·O·C GYM
서울특별시 중랑구,"서울특별시 중랑구  신내로 193, 엘리어트하우스 B층 1호 (신내동)",코오스트롱 휘트니스
서울특별시 중랑구,"서울특별시 중랑구  용마산로 384, 2, 3층 (면목동)",바디플레이스
서울특별시 중랑구,"서울특별시 중랑구  봉화산로 218, 지하2층 (신내동)",코어스트롱 중랑구청점
서울특별시 중랑구,서울특별시 중랑구  면목로33길 33 (면목동),월드컵 당구장
서울특별시 중랑구,서울특별시 중랑구  면목로 368  (면목동),만점 당구장
서울특별시 중랑구,서울특별시 중랑구  망우로32길 37 (면목동),삼성당구장
서울특별시 중랑구,서울특별시 중랑구  중랑역로 51 (중화동),볼모아 당구장
서울특별시 중랑구,서울특별시 중랑구  용마산로 418 (면목동),킹당구장
서울특별시 중랑구,서울특별시 중랑구  동일로129길 54 (중화동),우리 당구장
서울특별시 중랑구,서울특별시 중랑구  중랑역로 95 (중화동),알까기당구장
서울특별시 중랑구,서울특별시 중랑구  봉화산로 218 (신내동),윤빌라이트 클럽
서울특별시 중랑구,서울특별시 중랑구  송림길 7 (상봉동),헐리우드 당구장
서울특별시 중랑구,서울특별시 중랑구  면목로 342 (면목동),우리들당구장
서울특별시 중랑구,서울특별시 중랑구  망우로30길 30 (상봉동),ABC 당구장
서울특별시 중랑구,서울특별시 중랑구  면목로 361 (면목동),웰컴 당구장
서울특별시 중랑구,서울특별시 중랑구  신내로14길 13 (신내동),해밀
서울특별시 중랑구,서울특별시 중랑구  면목로 419 (면목동),드림 당구클럽
서울특별시 중랑구,서울특별시 중랑구  동일로 905  (묵동),캐롬학당
서울특별시 중랑구,서울특별시 중랑구  중랑역로 122 (중화동),호박 당구클럽
서울특별시 중랑구,서울특별시 중랑구  망우로 422 (망우동),키노 당구장
서울특별시 중랑구,서울특별시 중랑구  동일로163길 8 (묵동),해적 당구장
서울특별시 중랑구,서울특별시 중랑구  용마산로 554 (망우동),프로 당구장
서울특별시 중랑구,서울특별시 중랑구  망우로 316 (상봉동),필리스당구장
서울특별시 중랑구,서울특별시 중랑구  동일로129길 12 (중화동),원 당구장
서울특별시 중랑구,서울특별시 중랑구  봉우재로 195 (망우동),오성 당구장
서울특별시 중랑구,서울특별시 중랑구  봉우재로 39 (면목동),떼굴떼굴
서울특별시 중랑구,서울특별시 중랑구  용마산로 414 (면목동),웹툰 당구장
서울특별시 중랑구,서울특별시 중랑구  봉화산로52길 58 (신내동),파랑 당구장
서울특별시 중랑구,서울특별시 중랑구  중랑천로10길 76 (면목동),삼보 당구클럽
서울특별시 중랑구,서울특별시 중랑구  용마산로 426 (면목동),킹 당구장
서울특별시 중랑구,서울특별시 중랑구  망우로 202 (상봉동),ZEN 당구클럽
서울특별시 중랑구,서울특별시 중랑구  사가정로 389 (면목동),용 당구장
서울특별시 중랑구,서울특별시 중랑구  망우로 204 (상봉동),Q 당구장
서울특별시 중랑구,서울특별시 중랑구  망우로 291 (상봉동),구슬모아 당구클럽
서울특별시 중랑구,서울특별시 중랑구  동일로 607 (면목동),브라보 당구장
서울특별시 중랑구,서울특별시 중랑구  용마산로 328 (면목동),드림 당구장
서울특별시 중랑구,"서울특별시 중랑구  중랑역로 262, 2층 (묵동, 동양제일관광나이트)",서울 당구장
서울특별시 중랑구,서울특별시 중랑구  봉화산로56길 77 (신내동),B1 당구클럽
서울특별시 중랑구,서울특별시 중랑구  용마산로 440 (면목동),당돌이 당구장
서울특별시 중랑구,"서울특별시 중랑구  면목로37길 5 (면목동, 중하빌딩)",한큐당구장
서울특별시 중랑구,"서울특별시 중랑구  겸재로 264 (면목동, (주)그린고속관광)",FUll 당구장
서울특별시 중랑구,"서울특별시 중랑구  용마산로 493, 동양빌딩 지층 1호 (망우동)",캐롬스팟
서울특별시 중랑구,"서울특별시 중랑구  면목로 289, 4층 (면목동)",빌킬
서울특별시 중랑구,서울특별시 중랑구  상봉중앙로 45 (상봉동),ICE PLANET(아이스 플래닛)
서울특별시 중랑구,서울특별시 중랑구  망우로 247 (중화동),로얄스포츠센타
서울특별시 중랑구,서울특별시 중랑구  면목로23길 20 (면목동),중곡 스포렉스
서울특별시 중랑구,"서울특별시 중랑구  용마산로100길 13, 면일체육문화센터 (망우동)",면일체육문화센터
